seed,m,policy,degree,iter,step_mass,train_loss,test_loss,gen_gap
0,500,no_cap,5,2400,4.826472,0.224841,0.863902,0.639061
0,500,no_cap,5,2410,4.836667,0.224640,0.864200,0.639559
0,500,no_cap,5,2420,4.846840,0.224451,0.864448,0.639997
0,500,no_cap,5,2430,4.856992,0.224250,0.864815,0.640564
0,500,no_cap,5,2440,4.867124,0.224041,0.865019,0.640978
0,500,no_cap,5,2450,4.877235,0.223848,0.865560,0.641711
0,500,no_cap,5,2460,4.887325,0.223649,0.865971,0.642322
0,500,no_cap,5,2470,4.897395,0.223456,0.866210,0.642754
0,500,no_cap,5,2480,4.907444,0.223277,0.866502,0.643225
0,500,no_cap,5,2490,4.917473,0.223063,0.866867,0.643804
0,500,no_cap,5,2500,4.927482,0.222847,0.867364,0.644517
0,500,no_cap,5,2510,4.937471,0.222667,0.867510,0.644842
0,500,no_cap,5,2520,4.947440,0.222470,0.867790,0.645320
0,500,no_cap,5,2530,4.957390,0.222282,0.868308,0.646027
0,500,no_cap,5,2540,4.967320,0.222093,0.868727,0.646634
0,500,no_cap,5,2550,4.977230,0.221904,0.868950,0.647046
0,500,no_cap,5,2560,4.987121,0.221700,0.869240,0.647540
0,500,no_cap,5,2570,4.996992,0.221505,0.869518,0.648013
0,500,no_cap,5,2580,5.006844,0.221315,0.869728,0.648412
0,500,no_cap,5,2590,5.016678,0.221122,0.869956,0.648833
0,500,no_cap,5,2600,5.026492,0.220944,0.870215,0.649270
0,500,no_cap,5,2610,5.036288,0.220766,0.870481,0.649715
0,500,no_cap,5,2620,5.046064,0.220591,0.870806,0.650215
0,500,no_cap,5,2630,5.055822,0.220403,0.871135,0.650732
0,500,no_cap,5,2640,5.065562,0.220218,0.871642,0.651424
0,500,no_cap,5,2650,5.075283,0.220048,0.871807,0.651760
0,500,no_cap,5,2660,5.084986,0.219865,0.872115,0.652251
0,500,no_cap,5,2670,5.094670,0.219695,0.872360,0.652664
0,500,no_cap,5,2680,5.104337,0.219507,0.872769,0.653262
0,500,no_cap,5,2690,5.113985,0.219341,0.873044,0.653703
0,500,no_cap,5,2700,5.123616,0.219179,0.873252,0.654073
0,500,no_cap,5,2710,5.133229,0.219006,0.873493,0.654488
0,500,no_cap,5,2720,5.142824,0.218830,0.873705,0.654875
0,500,no_cap,5,2730,5.152401,0.218663,0.873902,0.655239
0,500,no_cap,5,2740,5.161961,0.218486,0.874261,0.655775
0,500,no_cap,5,2750,5.171503,0.218323,0.874577,0.656254
0,500,no_cap,5,2760,5.181028,0.218146,0.874811,0.656665
0,500,no_cap,5,2770,5.190536,0.217973,0.875119,0.657146
0,500,no_cap,5,2780,5.200027,0.217810,0.875370,0.657559
0,500,no_cap,5,2790,5.209501,0.217625,0.875598,0.657973
0,500,no_cap,5,2800,5.218957,0.217452,0.875915,0.658464
0,500,no_cap,5,2810,5.228397,0.217279,0.876328,0.659049
0,500,no_cap,5,2820,5.237820,0.217115,0.876624,0.659509
0,500,no_cap,5,2830,5.247227,0.216952,0.876879,0.659928
0,500,no_cap,5,2840,5.256616,0.216796,0.877148,0.660352
0,500,no_cap,5,2850,5.265990,0.216627,0.877493,0.660866
0,500,no_cap,5,2860,5.275347,0.216475,0.877841,0.661366
0,500,no_cap,5,2870,5.284687,0.216296,0.878081,0.661785
0,500,no_cap,5,2880,5.294011,0.216151,0.878442,0.662291
0,500,no_cap,5,2890,5.303319,0.215994,0.878725,0.662731
0,500,no_cap,5,2900,5.312611,0.215848,0.878907,0.663059
0,500,no_cap,5,2910,5.321887,0.215690,0.879118,0.663428
0,500,no_cap,5,2920,5.331147,0.215527,0.879426,0.663899
0,500,no_cap,5,2930,5.340392,0.215368,0.879679,0.664311
0,500,no_cap,5,2940,5.349620,0.215204,0.879981,0.664777
0,500,no_cap,5,2950,5.358833,0.215047,0.880092,0.665045
0,500,no_cap,5,2960,5.368030,0.214891,0.880322,0.665431
0,500,no_cap,5,2970,5.377212,0.214728,0.880619,0.665891
0,500,no_cap,5,2980,5.386378,0.214567,0.880805,0.666238
0,500,no_cap,5,2990,5.395529,0.214405,0.881104,0.666699
0,500,no_cap,5,3000,5.404664,0.214256,0.881378,0.667122
0,500,no_cap,5,3010,5.413785,0.214097,0.881572,0.667475
