m,seed,policy,degree,train_loss,val_loss,test_loss,accepted,cap_ok,val_ok,epsV,tau,K
800,46,destructive,0,0.480000,0.495000,0.466600,1,1,1,0.447118,0.223559,7
800,46,destructive,1,0.230000,0.265000,0.231633,1,1,1,0.447118,0.223559,7
800,46,destructive,2,0.212500,0.265000,0.238167,1,1,1,0.447118,0.223559,7
800,46,destructive,3,0.068750,0.325000,0.339533,0,1,0,0.447118,0.223559,7
800,47,destructive,0,0.448750,0.460000,0.461633,1,1,1,0.447118,0.223559,7
800,47,destructive,1,0.206250,0.270000,0.231367,1,1,1,0.447118,0.223559,7
800,47,destructive,2,0.186250,0.240000,0.245067,1,1,1,0.447118,0.223559,7
800,47,destructive,3,0.056250,0.340000,0.333800,0,1,0,0.447118,0.223559,7
800,48,destructive,0,0.492500,0.550000,0.540967,1,1,1,0.447118,0.223559,7
800,48,destructive,1,0.206250,0.150000,0.225600,1,1,1,0.447118,0.223559,7
800,48,destructive,2,0.186250,0.180000,0.235067,0,1,0,0.447118,0.223559,7
800,49,destructive,0,0.477500,0.465000,0.461800,1,1,1,0.447118,0.223559,7
800,49,destructive,1,0.218750,0.195000,0.232500,1,1,1,0.447118,0.223559,7
800,49,destructive,2,0.186250,0.225000,0.254700,0,1,0,0.447118,0.223559,7
